defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,Year,Month,Month_Name,Quarter,Week,Day_of_Week,Severity_Rank,Cost_Range,Is_Critical,Cumulative_Cost_per_Product
818,82,Functional,2024-03-06,Component,Critical,Visual Inspection,858.99,2024,3,March,Q1,10,Wednesday,3,$751-1000,1,3313.34
819,63,Cosmetic,2024-02-28,Surface,Critical,Automated Testing,373.68,2024,2,February,Q1,9,Wednesday,3,$251-500,1,8728.59
820,61,Functional,2024-02-19,Component,Critical,Manual Testing,937.41,2024,2,February,Q1,8,Monday,3,$751-1000,1,5967.51
821,65,Cosmetic,2024-02-11,Surface,Moderate,Visual Inspection,960.72,2024,2,February,Q1,6,Sunday,2,$751-1000,0,4634.82
822,41,Functional,2024-02-25,Component,Moderate,Manual Testing,988.9,2024,2,February,Q1,8,Sunday,2,$751-1000,0,5765.99
823,88,Cosmetic,2024-01-29,Internal,Minor,Automated Testing,890.34,2024,1,January,Q1,5,Monday,1,$751-1000,0,4731.08
824,45,Structural,2024-02-13,Component,Minor,Automated Testing,838.89,2024,2,February,Q1,7,Tuesday,1,$751-1000,0,7912.48
825,26,Functional,2024-01-26,Component,Moderate,Automated Testing,90.18,2024,1,January,Q1,4,Friday,2,$0-250,0,3296.78
826,8,Cosmetic,2024-01-26,Component,Minor,Manual Testing,693.38,2024,1,January,Q1,4,Friday,1,$501-750,0,6308.05
827,96,Cosmetic,2024-01-19,Component,Minor,Manual Testing,904.55,2024,1,January,Q1,3,Friday,1,$751-1000,0,4265.05
828,25,Functional,2024-05-12,Surface,Critical,Manual Testing,446.66,2024,5,May,Q2,19,Sunday,3,$251-500,1,1716.2
829,90,Cosmetic,2024-02-12,Internal,Critical,Automated Testing,561.22,2024,2,February,Q1,7,Monday,3,$501-750,1,2441.8500000000004
830,62,Cosmetic,2024-04-12,Surface,Moderate,Visual Inspection,227.29,2024,4,April,Q2,15,Friday,2,$0-250,0,3003.77
831,57,Structural,2024-04-24,Internal,Critical,Manual Testing,129.15,2024,4,April,Q2,17,Wednesday,3,$0-250,1,2650.09
832,37,Cosmetic,2024-06-02,Surface,Critical,Automated Testing,105.91,2024,6,June,Q2,22,Sunday,3,$0-250,1,4097.57
833,90,Cosmetic,2024-02-15,Component,Minor,Visual Inspection,833.94,2024,2,February,Q1,7,Thursday,1,$751-1000,0,3275.79
834,4,Structural,2024-04-09,Internal,Moderate,Automated Testing,10.55,2024,4,April,Q2,15,Tuesday,2,$0-250,0,3685.16
835,69,Functional,2024-01-02,Surface,Critical,Automated Testing,744.8,2024,1,January,Q1,1,Tuesday,3,$501-750,1,5917.02
836,95,Structural,2024-05-08,Surface,Critical,Automated Testing,114.02,2024,5,May,Q2,19,Wednesday,3,$0-250,1,3865.7200000000003
837,30,Functional,2024-03-10,Surface,Minor,Manual Testing,113.95,2024,3,March,Q1,10,Sunday,1,$0-250,0,5272.82
838,76,Structural,2024-06-14,Surface,Critical,Automated Testing,390.19,2024,6,June,Q2,24,Friday,3,$251-500,1,4908.49
839,26,Cosmetic,2024-05-11,Surface,Critical,Automated Testing,418.17,2024,5,May,Q2,19,Saturday,3,$251-500,1,3714.95
840,95,Structural,2024-02-16,Surface,Moderate,Automated Testing,536.08,2024,2,February,Q1,7,Friday,2,$501-750,0,4401.8
841,49,Structural,2024-01-25,Component,Minor,Manual Testing,857.55,2024,1,January,Q1,4,Thursday,1,$751-1000,0,6525.45
842,32,Functional,2024-01-13,Surface,Minor,Automated Testing,800.23,2024,1,January,Q1,2,Saturday,1,$751-1000,0,2694.11
843,97,Functional,2024-04-30,Surface,Moderate,Visual Inspection,526.93,2024,4,April,Q2,18,Tuesday,2,$501-750,0,7495.02
844,83,Structural,2024-02-18,Component,Critical,Automated Testing,97.57,2024,2,February,Q1,7,Sunday,3,$0-250,1,4436.3
845,50,Cosmetic,2024-02-27,Component,Moderate,Automated Testing,438.29,2024,2,February,Q1,9,Tuesday,2,$251-500,0,1968.7400000000002
846,48,Structural,2024-06-25,Internal,Minor,Manual Testing,937.74,2024,6,June,Q2,26,Tuesday,1,$751-1000,0,4458.07
847,33,Functional,2024-06-22,Component,Moderate,Visual Inspection,261.19,2024,6,June,Q2,25,Saturday,2,$251-500,0,4866.84
848,28,Functional,2024-05-01,Component,Critical,Visual Inspection,155.84,2024,5,May,Q2,18,Wednesday,3,$0-250,1,5015.46
849,100,Cosmetic,2024-06-01,Component,Critical,Visual Inspection,761.38,2024,6,June,Q2,22,Saturday,3,$751-1000,1,3940.69
850,10,Structural,2024-06-24,Component,Moderate,Automated Testing,693.41,2024,6,June,Q2,26,Monday,2,$501-750,0,8181.0
851,95,Functional,2024-03-20,Component,Moderate,Automated Testing,319.06,2024,3,March,Q1,12,Wednesday,2,$251-500,0,4720.86
852,7,Functional,2024-03-02,Internal,Moderate,Visual Inspection,451.5,2024,3,March,Q1,9,Saturday,2,$251-500,0,5390.13
853,12,Structural,2024-05-05,Surface,Moderate,Automated Testing,497.38,2024,5,May,Q2,18,Sunday,2,$251-500,0,6583.65
854,14,Functional,2024-06-30,Surface,Minor,Visual Inspection,556.73,2024,6,June,Q2,26,Sunday,1,$501-750,0,4834.139999999999
855,31,Cosmetic,2024-02-07,Component,Critical,Visual Inspection,414.41,2024,2,February,Q1,6,Wednesday,3,$251-500,1,5657.38
856,20,Structural,2024-02-01,Surface,Critical,Manual Testing,450.18,2024,2,February,Q1,5,Thursday,3,$251-500,1,3768.31
857,49,Functional,2024-04-10,Component,Moderate,Automated Testing,992.76,2024,4,April,Q2,15,Wednesday,2,$751-1000,0,7518.21
858,51,Structural,2024-05-12,Surface,Minor,Visual Inspection,797.39,2024,5,May,Q2,19,Sunday,1,$751-1000,0,5613.95
859,25,Cosmetic,2024-03-25,Internal,Minor,Manual Testing,651.04,2024,3,March,Q1,13,Monday,1,$501-750,0,2367.24
860,10,Structural,2024-06-24,Component,Moderate,Visual Inspection,862.64,2024,6,June,Q2,26,Monday,2,$751-1000,0,9043.64
861,51,Structural,2024-01-11,Surface,Critical,Automated Testing,915.73,2024,1,January,Q1,2,Thursday,3,$751-1000,1,6529.68
862,63,Structural,2024-02-16,Component,Critical,Visual Inspection,445.47,2024,2,February,Q1,7,Friday,3,$251-500,1,9174.06
863,46,Functional,2024-03-16,Surface,Critical,Automated Testing,789.92,2024,3,March,Q1,11,Saturday,3,$751-1000,1,5031.71
864,95,Cosmetic,2024-01-03,Component,Critical,Manual Testing,951.99,2024,1,January,Q1,1,Wednesday,3,$751-1000,1,5672.85
865,97,Structural,2024-06-14,Surface,Critical,Visual Inspection,345.34,2024,6,June,Q2,24,Friday,3,$251-500,1,7840.36
866,99,Cosmetic,2024-02-22,Surface,Minor,Visual Inspection,119.16,2024,2,February,Q1,8,Thursday,1,$0-250,0,5485.9800000000005
867,9,Cosmetic,2024-03-16,Surface,Minor,Automated Testing,649.87,2024,3,March,Q1,11,Saturday,1,$501-750,0,3826.6
868,38,Cosmetic,2024-05-10,Surface,Critical,Manual Testing,141.43,2024,5,May,Q2,19,Friday,3,$0-250,1,3358.03
869,55,Functional,2024-06-08,Surface,Critical,Manual Testing,753.6,2024,6,June,Q2,23,Saturday,3,$751-1000,1,1295.8400000000001
870,39,Structural,2024-05-04,Internal,Critical,Visual Inspection,210.03,2024,5,May,Q2,18,Saturday,3,$0-250,1,4322.58
871,59,Structural,2024-06-13,Surface,Critical,Manual Testing,992.01,2024,6,June,Q2,24,Thursday,3,$751-1000,1,2488.55
872,1,Functional,2024-05-20,Internal,Minor,Automated Testing,148.15,2024,5,May,Q2,21,Monday,1,$0-250,0,4937.77
873,5,Functional,2024-01-05,Surface,Critical,Visual Inspection,577.39,2024,1,January,Q1,1,Friday,3,$501-750,1,5687.0
874,1,Cosmetic,2024-04-19,Surface,Critical,Visual Inspection,98.45,2024,4,April,Q2,16,Friday,3,$0-250,1,5036.22
875,81,Structural,2024-04-18,Component,Moderate,Manual Testing,734.65,2024,4,April,Q2,16,Thursday,2,$501-750,0,10071.79
876,31,Cosmetic,2024-03-31,Surface,Critical,Manual Testing,485.93,2024,3,March,Q1,13,Sunday,3,$251-500,1,6143.31
877,67,Structural,2024-02-04,Component,Minor,Automated Testing,505.47,2024,2,February,Q1,5,Sunday,1,$501-750,0,6765.74
878,13,Functional,2024-05-20,Internal,Critical,Automated Testing,769.34,2024,5,May,Q2,21,Monday,3,$751-1000,1,5087.45
879,37,Structural,2024-03-11,Internal,Moderate,Manual Testing,939.94,2024,3,March,Q1,11,Monday,2,$751-1000,0,5037.51
880,91,Cosmetic,2024-04-19,Surface,Minor,Visual Inspection,18.7,2024,4,April,Q2,16,Friday,1,$0-250,0,2602.24
881,26,Functional,2024-01-21,Internal,Minor,Automated Testing,892.85,2024,1,January,Q1,3,Sunday,1,$751-1000,0,4607.8
882,39,Functional,2024-05-21,Component,Moderate,Automated Testing,85.21,2024,5,May,Q2,21,Tuesday,2,$0-250,0,4407.79
883,35,Functional,2024-06-06,Component,Minor,Visual Inspection,20.83,2024,6,June,Q2,23,Thursday,1,$0-250,0,5276.3
884,4,Cosmetic,2024-04-01,Internal,Minor,Manual Testing,800.02,2024,4,April,Q2,14,Monday,1,$751-1000,0,4485.18
885,28,Cosmetic,2024-06-07,Surface,Critical,Visual Inspection,525.36,2024,6,June,Q2,23,Friday,3,$501-750,1,5540.82
886,4,Structural,2024-04-29,Surface,Minor,Visual Inspection,164.46,2024,4,April,Q2,18,Monday,1,$0-250,0,4649.64
887,95,Structural,2024-05-29,Component,Moderate,Manual Testing,452.93,2024,5,May,Q2,22,Wednesday,2,$251-500,0,6125.78
888,17,Cosmetic,2024-04-16,Component,Critical,Automated Testing,729.83,2024,4,April,Q2,16,Tuesday,3,$501-750,1,6893.58
889,52,Functional,2024-05-05,Component,Moderate,Automated Testing,138.24,2024,5,May,Q2,18,Sunday,2,$0-250,0,983.13
890,49,Structural,2024-06-05,Internal,Minor,Automated Testing,901.01,2024,6,June,Q2,23,Wednesday,1,$751-1000,0,8419.22
891,90,Functional,2024-06-17,Internal,Minor,Manual Testing,780.69,2024,6,June,Q2,25,Monday,1,$751-1000,0,4056.4800000000005
892,4,Structural,2024-05-12,Internal,Critical,Automated Testing,280.56,2024,5,May,Q2,19,Sunday,3,$251-500,1,4930.2
893,64,Structural,2024-04-07,Surface,Minor,Manual Testing,437.25,2024,4,April,Q2,14,Sunday,1,$251-500,0,4472.47
894,73,Structural,2024-05-19,Surface,Minor,Manual Testing,902.78,2024,5,May,Q2,20,Sunday,1,$751-1000,0,4406.72
895,64,Structural,2024-01-09,Internal,Minor,Visual Inspection,687.38,2024,1,January,Q1,2,Tuesday,1,$501-750,0,5159.85
896,64,Structural,2024-03-29,Internal,Minor,Manual Testing,436.79,2024,3,March,Q1,13,Friday,1,$251-500,0,5596.64
897,56,Functional,2024-05-15,Internal,Minor,Manual Testing,991.95,2024,5,May,Q2,20,Wednesday,1,$751-1000,0,9916.3
898,58,Structural,2024-05-16,Surface,Moderate,Manual Testing,247.97,2024,5,May,Q2,20,Thursday,2,$0-250,0,6038.77
899,65,Cosmetic,2024-03-16,Component,Critical,Manual Testing,895.77,2024,3,March,Q1,11,Saturday,3,$751-1000,1,5530.59
900,84,Functional,2024-02-16,Surface,Critical,Manual Testing,628.29,2024,2,February,Q1,7,Friday,3,$501-750,1,3443.31
901,27,Cosmetic,2024-03-20,Internal,Critical,Manual Testing,40.8,2024,3,March,Q1,12,Wednesday,3,$0-250,1,6663.1
902,60,Structural,2024-03-12,Component,Minor,Manual Testing,709.87,2024,3,March,Q1,11,Tuesday,1,$501-750,0,5567.9
903,88,Functional,2024-05-24,Surface,Minor,Automated Testing,450.31,2024,5,May,Q2,21,Friday,1,$251-500,0,5181.39
904,4,Cosmetic,2024-04-08,Surface,Moderate,Visual Inspection,577.2,2024,4,April,Q2,15,Monday,2,$501-750,0,5507.4
905,100,Functional,2024-02-07,Surface,Minor,Manual Testing,431.46,2024,2,February,Q1,6,Wednesday,1,$251-500,0,4372.15
906,6,Structural,2024-01-25,Surface,Critical,Visual Inspection,62.68,2024,1,January,Q1,4,Thursday,3,$0-250,1,7016.41
907,4,Structural,2024-02-16,Component,Minor,Visual Inspection,988.05,2024,2,February,Q1,7,Friday,1,$751-1000,0,6495.45
908,31,Functional,2024-04-24,Component,Moderate,Manual Testing,156.46,2024,4,April,Q2,17,Wednesday,2,$0-250,0,6299.77
909,6,Functional,2024-03-08,Component,Critical,Visual Inspection,32.9,2024,3,March,Q1,10,Friday,3,$0-250,1,7049.31
910,43,Functional,2024-02-29,Surface,Moderate,Manual Testing,443.75,2024,2,February,Q1,9,Thursday,2,$251-500,0,5636.82
911,82,Functional,2024-06-07,Component,Minor,Visual Inspection,62.7,2024,6,June,Q2,23,Friday,1,$0-250,0,3376.04
912,46,Functional,2024-04-28,Component,Moderate,Visual Inspection,278.6,2024,4,April,Q2,17,Sunday,2,$251-500,0,5310.31
913,77,Functional,2024-06-26,Surface,Moderate,Automated Testing,213.48,2024,6,June,Q2,26,Wednesday,2,$0-250,0,6687.0
914,89,Functional,2024-06-15,Internal,Critical,Automated Testing,90.11,2024,6,June,Q2,24,Saturday,3,$0-250,1,2471.16
915,66,Cosmetic,2024-03-05,Surface,Moderate,Visual Inspection,108.7,2024,3,March,Q1,10,Tuesday,2,$0-250,0,5361.95
916,7,Structural,2024-02-21,Surface,Moderate,Visual Inspection,75.06,2024,2,February,Q1,8,Wednesday,2,$0-250,0,5465.19
917,66,Cosmetic,2024-01-04,Component,Critical,Automated Testing,511.65,2024,1,January,Q1,1,Thursday,3,$501-750,1,5873.599999999999
918,24,Functional,2024-06-01,Component,Moderate,Visual Inspection,535.87,2024,6,June,Q2,22,Saturday,2,$501-750,0,3357.99
919,35,Cosmetic,2024-03-01,Internal,Minor,Visual Inspection,585.78,2024,3,March,Q1,9,Friday,1,$501-750,0,5862.08
920,47,Functional,2024-01-03,Surface,Moderate,Visual Inspection,873.58,2024,1,January,Q1,1,Wednesday,2,$751-1000,0,5991.18
921,91,Cosmetic,2024-03-09,Internal,Moderate,Automated Testing,73.46,2024,3,March,Q1,10,Saturday,2,$0-250,0,2675.7
922,90,Cosmetic,2024-03-17,Component,Minor,Visual Inspection,793.46,2024,3,March,Q1,11,Sunday,1,$751-1000,0,4849.9400000000005
923,36,Structural,2024-03-29,Surface,Minor,Visual Inspection,893.77,2024,3,March,Q1,13,Friday,1,$751-1000,0,5201.849999999999
924,2,Cosmetic,2024-06-16,Component,Minor,Manual Testing,409.43,2024,6,June,Q2,24,Sunday,1,$251-500,0,2709.84
925,11,Functional,2024-05-03,Internal,Minor,Automated Testing,351.86,2024,5,May,Q2,18,Friday,1,$251-500,0,3527.01
926,16,Functional,2024-01-12,Internal,Moderate,Automated Testing,933.37,2024,1,January,Q1,2,Friday,2,$751-1000,0,3559.39
927,44,Cosmetic,2024-03-19,Surface,Moderate,Visual Inspection,333.92,2024,3,March,Q1,12,Tuesday,2,$251-500,0,4258.41
928,80,Structural,2024-04-27,Internal,Moderate,Manual Testing,904.57,2024,4,April,Q2,17,Saturday,2,$751-1000,0,3221.45
929,5,Functional,2024-04-27,Surface,Critical,Visual Inspection,225.51,2024,4,April,Q2,17,Saturday,3,$0-250,1,5912.51
930,52,Functional,2024-05-14,Component,Critical,Automated Testing,664.52,2024,5,May,Q2,20,Tuesday,3,$501-750,1,1647.65
931,81,Structural,2024-02-04,Internal,Critical,Automated Testing,486.49,2024,2,February,Q1,5,Sunday,3,$251-500,1,10558.28
932,80,Functional,2024-05-14,Internal,Moderate,Visual Inspection,127.23,2024,5,May,Q2,20,Tuesday,2,$0-250,0,3348.68
933,15,Cosmetic,2024-05-16,Internal,Minor,Visual Inspection,121.96,2024,5,May,Q2,20,Thursday,1,$0-250,0,4042.5099999999998
934,62,Cosmetic,2024-05-06,Surface,Minor,Manual Testing,267.64,2024,5,May,Q2,19,Monday,1,$251-500,0,3271.41
935,46,Structural,2024-01-19,Surface,Critical,Automated Testing,298.03,2024,1,January,Q1,3,Friday,3,$251-500,1,5608.34
936,7,Cosmetic,2024-02-03,Component,Moderate,Automated Testing,604.72,2024,2,February,Q1,5,Saturday,2,$501-750,0,6069.91
937,94,Structural,2024-04-18,Internal,Critical,Manual Testing,749.05,2024,4,April,Q2,16,Thursday,3,$501-750,1,3489.8
938,38,Structural,2024-04-08,Surface,Minor,Manual Testing,499.34,2024,4,April,Q2,15,Monday,1,$251-500,0,3857.37
939,92,Cosmetic,2024-02-16,Internal,Moderate,Visual Inspection,590.85,2024,2,February,Q1,7,Friday,2,$501-750,0,7065.23
940,29,Functional,2024-04-01,Internal,Minor,Manual Testing,355.6,2024,4,April,Q2,14,Monday,1,$251-500,0,2751.56
941,46,Structural,2024-01-27,Component,Minor,Visual Inspection,266.97,2024,1,January,Q1,4,Saturday,1,$251-500,0,5875.31
942,46,Structural,2024-05-29,Surface,Critical,Visual Inspection,160.08,2024,5,May,Q2,22,Wednesday,3,$0-250,1,6035.39
943,79,Cosmetic,2024-04-17,Internal,Moderate,Manual Testing,827.64,2024,4,April,Q2,16,Wednesday,2,$751-1000,0,6618.98
944,72,Functional,2024-03-11,Surface,Minor,Manual Testing,19.83,2024,3,March,Q1,11,Monday,1,$0-250,0,4455.27
945,10,Cosmetic,2024-05-24,Surface,Minor,Visual Inspection,989.49,2024,5,May,Q2,21,Friday,1,$751-1000,0,10033.13
946,87,Cosmetic,2024-03-03,Internal,Minor,Manual Testing,133.9,2024,3,March,Q1,9,Sunday,1,$0-250,0,6245.17
947,6,Cosmetic,2024-03-03,Internal,Moderate,Visual Inspection,739.33,2024,3,March,Q1,9,Sunday,2,$501-750,0,7788.64
948,70,Structural,2024-02-16,Component,Moderate,Automated Testing,947.83,2024,2,February,Q1,7,Friday,2,$751-1000,0,3970.0
949,60,Structural,2024-04-11,Surface,Critical,Automated Testing,743.44,2024,4,April,Q2,15,Thursday,3,$501-750,1,6311.34
950,23,Structural,2024-02-23,Surface,Critical,Automated Testing,534.79,2024,2,February,Q1,8,Friday,3,$501-750,1,3051.2599999999998
951,2,Functional,2024-06-08,Internal,Moderate,Visual Inspection,479.56,2024,6,June,Q2,23,Saturday,2,$251-500,0,3189.4
952,23,Structural,2024-02-26,Surface,Critical,Visual Inspection,87.89,2024,2,February,Q1,9,Monday,3,$0-250,1,3139.15
953,81,Functional,2024-03-27,Surface,Minor,Manual Testing,571.61,2024,3,March,Q1,13,Wednesday,1,$501-750,0,11129.89
954,46,Structural,2024-06-17,Surface,Moderate,Visual Inspection,485.1,2024,6,June,Q2,25,Monday,2,$251-500,0,6520.49
955,85,Functional,2024-02-28,Internal,Minor,Manual Testing,289.68,2024,2,February,Q1,9,Wednesday,1,$251-500,0,1337.25
956,43,Functional,2024-03-01,Surface,Critical,Manual Testing,962.48,2024,3,March,Q1,9,Friday,3,$751-1000,1,6599.3
957,13,Structural,2024-05-27,Internal,Minor,Automated Testing,13.19,2024,5,May,Q2,22,Monday,1,$0-250,0,5100.64
958,25,Structural,2024-04-03,Component,Critical,Visual Inspection,298.81,2024,4,April,Q2,14,Wednesday,3,$251-500,1,2666.05
959,53,Cosmetic,2024-04-27,Component,Critical,Automated Testing,916.49,2024,4,April,Q2,17,Saturday,3,$751-1000,1,3271.12
960,59,Cosmetic,2024-03-19,Internal,Critical,Automated Testing,15.96,2024,3,March,Q1,12,Tuesday,3,$0-250,1,2504.5099999999998
961,3,Structural,2024-03-29,Component,Moderate,Visual Inspection,383.65,2024,3,March,Q1,13,Friday,2,$251-500,0,2480.3
962,78,Cosmetic,2024-01-30,Component,Critical,Manual Testing,612.25,2024,1,January,Q1,5,Tuesday,3,$501-750,1,2760.3
963,51,Cosmetic,2024-05-26,Component,Minor,Automated Testing,142.0,2024,5,May,Q2,21,Sunday,1,$0-250,0,6671.68
964,45,Functional,2024-02-13,Component,Critical,Manual Testing,685.35,2024,2,February,Q1,7,Tuesday,3,$501-750,1,8597.83
965,45,Functional,2024-06-22,Internal,Critical,Visual Inspection,358.46,2024,6,June,Q2,25,Saturday,3,$251-500,1,8956.29
966,54,Functional,2024-03-29,Internal,Moderate,Visual Inspection,310.35,2024,3,March,Q1,13,Friday,2,$251-500,0,4393.43
967,81,Functional,2024-03-13,Internal,Moderate,Manual Testing,610.75,2024,3,March,Q1,11,Wednesday,2,$501-750,0,11740.64
968,92,Structural,2024-03-03,Internal,Moderate,Visual Inspection,523.61,2024,3,March,Q1,9,Sunday,2,$501-750,0,7588.84
969,6,Structural,2024-03-15,Surface,Minor,Manual Testing,945.17,2024,3,March,Q1,11,Friday,1,$751-1000,0,8733.81
970,33,Structural,2024-01-28,Internal,Minor,Visual Inspection,708.97,2024,1,January,Q1,4,Sunday,1,$501-750,0,5575.81
971,50,Cosmetic,2024-04-07,Component,Minor,Automated Testing,309.87,2024,4,April,Q2,14,Sunday,1,$251-500,0,2278.61
972,97,Cosmetic,2024-01-04,Surface,Critical,Manual Testing,565.48,2024,1,January,Q1,1,Thursday,3,$501-750,1,8405.84
973,14,Structural,2024-06-14,Surface,Critical,Automated Testing,859.52,2024,6,June,Q2,24,Friday,3,$751-1000,1,5693.66
974,39,Cosmetic,2024-01-21,Internal,Critical,Manual Testing,140.02,2024,1,January,Q1,3,Sunday,3,$0-250,1,4547.81
975,3,Functional,2024-01-01,Component,Moderate,Automated Testing,626.35,2024,1,January,Q1,1,Monday,2,$501-750,0,3106.65
976,79,Cosmetic,2024-05-18,Component,Moderate,Visual Inspection,807.32,2024,5,May,Q2,20,Saturday,2,$751-1000,0,7426.3
977,96,Structural,2024-06-08,Internal,Critical,Automated Testing,888.55,2024,6,June,Q2,23,Saturday,3,$751-1000,1,5153.6
978,57,Functional,2024-01-29,Component,Moderate,Automated Testing,440.85,2024,1,January,Q1,5,Monday,2,$251-500,0,3090.94
979,1,Functional,2024-01-11,Internal,Critical,Manual Testing,652.97,2024,1,January,Q1,2,Thursday,3,$501-750,1,5689.1900000000005
980,39,Functional,2024-02-29,Internal,Moderate,Visual Inspection,725.44,2024,2,February,Q1,9,Thursday,2,$501-750,0,5273.25
981,75,Cosmetic,2024-01-16,Internal,Minor,Manual Testing,843.66,2024,1,January,Q1,3,Tuesday,1,$751-1000,0,5583.3099999999995
982,9,Cosmetic,2024-03-15,Component,Moderate,Visual Inspection,611.8,2024,3,March,Q1,11,Friday,2,$501-750,0,4438.4
983,76,Functional,2024-05-16,Surface,Moderate,Automated Testing,712.12,2024,5,May,Q2,20,Thursday,2,$501-750,0,5620.61
984,43,Functional,2024-06-22,Internal,Critical,Manual Testing,941.33,2024,6,June,Q2,25,Saturday,3,$751-1000,1,7540.63
985,99,Functional,2024-02-02,Internal,Critical,Automated Testing,112.15,2024,2,February,Q1,5,Friday,3,$0-250,1,5598.13
986,47,Structural,2024-02-08,Internal,Moderate,Automated Testing,284.7,2024,2,February,Q1,6,Thursday,2,$251-500,0,6275.88
987,26,Cosmetic,2024-05-22,Internal,Minor,Visual Inspection,694.09,2024,5,May,Q2,21,Wednesday,1,$501-750,0,5301.89
988,50,Cosmetic,2024-02-05,Surface,Moderate,Automated Testing,102.98,2024,2,February,Q1,6,Monday,2,$0-250,0,2381.59
989,11,Cosmetic,2024-01-01,Component,Critical,Visual Inspection,398.32,2024,1,January,Q1,1,Monday,3,$251-500,1,3925.33
990,45,Cosmetic,2024-06-11,Component,Critical,Manual Testing,576.07,2024,6,June,Q2,24,Tuesday,3,$501-750,1,9532.36
991,10,Cosmetic,2024-06-08,Internal,Minor,Visual Inspection,51.79,2024,6,June,Q2,23,Saturday,1,$0-250,0,10084.92
992,7,Cosmetic,2024-01-25,Internal,Critical,Visual Inspection,426.31,2024,1,January,Q1,4,Thursday,3,$251-500,1,6496.22
993,83,Functional,2024-03-14,Internal,Critical,Manual Testing,808.65,2024,3,March,Q1,11,Thursday,3,$751-1000,1,5244.95
994,77,Cosmetic,2024-02-11,Component,Minor,Visual Inspection,970.37,2024,2,February,Q1,6,Sunday,1,$751-1000,0,7657.37
995,41,Cosmetic,2024-01-28,Internal,Moderate,Automated Testing,67.54,2024,1,January,Q1,4,Sunday,2,$0-250,0,5833.53
996,25,Structural,2024-03-01,Component,Minor,Automated Testing,813.14,2024,3,March,Q1,9,Friday,1,$751-1000,0,3479.19
997,23,Functional,2024-03-21,Component,Moderate,Automated Testing,944.07,2024,3,March,Q1,12,Thursday,2,$751-1000,0,4083.22
998,17,Structural,2024-01-16,Component,Minor,Automated Testing,401.12,2024,1,January,Q1,3,Tuesday,1,$251-500,0,7294.7
999,96,Cosmetic,2024-06-21,Internal,Moderate,Manual Testing,775.63,2024,6,June,Q2,25,Friday,2,$751-1000,0,5929.23
1000,1,Cosmetic,2024-03-23,Component,Minor,Visual Inspection,963.4,2024,3,March,Q1,12,Saturday,1,$751-1000,0,6652.59
